ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin,outlier_column
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Chairs,498.975,9.0,0.3,-630.882,-0.14285714285714285,profit
Standard Class,Corporate,United States,Columbus,Ohio,43229.0,East,Furniture,Bookcases,302.45,5.0,0.5,-199.617,-0.66,profit
Second Class,Consumer,United States,Los Angeles,California,90008.0,West,Technology,Accessories,498.975,3.0,0.0,395.988,0.39999999999999997,profit
Standard Class,Home Office,United States,Superior,Wisconsin,54880.0,Central,Office Supplies,Appliances,364.74,3.0,0.0,109.422,0.3,profit
Standard Class,Home Office,United States,Superior,Wisconsin,54880.0,Central,Office Supplies,Paper,498.975,6.0,0.0,301.968,0.48000000000000004,profit
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311.0,South,Technology,Accessories,498.975,9.5,0.2,239.976,0.3,profit
First Class,Home Office,United States,San Francisco,California,94110.0,West,Technology,Accessories,389.97,3.0,0.0,132.5898,0.33999999999999997,profit
Standard Class,Consumer,United States,Columbia,Maryland,21044.0,East,Office Supplies,Binders,498.975,2.0,0.0,1270.99,0.5,profit
Standard Class,Home Office,United States,Yuma,Arizona,85364.0,West,Technology,Machines,498.975,5.0,0.5,-479.988,-0.7999999999999999,profit
Standard Class,Corporate,United States,Houston,Texas,77095.0,Central,Technology,Machines,498.975,3.0,0.4,-121.2705,-0.21666666666666665,profit
First Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Storage,305.01,9.0,0.0,76.2525,0.25,profit
Standard Class,Consumer,United States,Nashville,Tennessee,37211.0,South,Technology,Machines,498.975,2.0,0.5,-272.58,-0.42,profit
First Class,Consumer,United States,Des Plaines,Illinois,60016.0,Central,Furniture,Tables,292.1,4.0,0.5,-175.26,-0.5999999999999999,profit
First Class,Consumer,United States,Des Plaines,Illinois,60016.0,Central,Office Supplies,Storage,381.72,5.0,0.2,-66.801,-0.175,profit
Standard Class,Consumer,United States,Plano,Texas,75023.0,Central,Furniture,Tables,498.975,3.0,0.3,-152.7156,-0.17142857142857143,profit
Second Class,Consumer,United States,San Jose,California,95123.0,West,Office Supplies,Envelopes,158.13,3.0,0.0,77.4837,0.49,profit
Second Class,Consumer,United States,New York City,New York,10009.0,East,Technology,Phones,498.975,5.0,0.0,264.5865,0.26999999999999996,profit
Standard Class,Consumer,United States,Pasco,Washington,99301.0,West,Office Supplies,Appliances,400.8,5.0,0.0,112.224,0.28,profit
Standard Class,Home Office,United States,Burbank,California,91505.0,West,Technology,Machines,498.975,4.0,0.2,415.9896,0.32499999999999996,profit
Standard Class,Home Office,United States,Burbank,California,91505.0,West,Office Supplies,Storage,498.975,7.0,0.0,334.1142,0.18,profit
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602.0,East,Office Supplies,Binders,81.438,7.0,0.5,-65.1504,-0.8,profit
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Technology,Accessories,498.975,2.0,0.0,371.316,0.44,profit
Standard Class,Consumer,United States,Atlanta,Georgia,30318.0,South,Office Supplies,Labels,162.89,9.5,0.0,76.5583,0.47000000000000003,profit
Standard Class,Corporate,United States,Jacksonville,Florida,32216.0,South,Furniture,Tables,498.975,6.0,0.45,-420.0,-0.5818181818181818,profit
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Appliances,176.772,3.0,0.5,-459.6072,-2.6,profit
Second Class,Home Office,United States,Lakewood,Ohio,44107.0,East,Technology,Phones,445.44,8.0,0.4,-81.664,-0.18333333333333335,profit
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,Technology,Phones,251.964,6.0,0.4,-50.3928,-0.2,profit
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,Furniture,Tables,498.975,3.0,0.4,-192.0468,-0.36666666666666664,profit
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Technology,Phones,340.182,3.0,0.4,-73.7061,-0.21666666666666667,profit
Standard Class,Corporate,United States,Garden City,Kansas,67846.0,Central,Technology,Phones,257.98,2.0,0.0,74.8142,0.29,profit
Standard Class,Consumer,United States,Omaha,Nebraska,68104.0,Central,Office Supplies,Appliances,378.0,2.0,0.0,136.08,0.36000000000000004,profit
Standard Class,Consumer,United States,Omaha,Nebraska,68104.0,Central,Office Supplies,Storage,373.08,6.0,0.0,100.7316,0.27,profit
Standard Class,Consumer,United States,Omaha,Nebraska,68104.0,Central,Furniture,Furnishings,498.975,9.5,0.0,387.5676,0.29000000000000004,profit
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Tables,313.176,2.0,0.4,-120.0508,-0.38333333333333336,profit
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Chairs,498.975,3.0,0.1,173.3292,0.19999999999999998,profit
Standard Class,Corporate,United States,Camarillo,California,93010.0,West,Furniture,Chairs,498.975,3.0,0.2,81.2646,0.1125,profit
Standard Class,Consumer,United States,Toledo,Ohio,43615.0,East,Furniture,Tables,172.11,1.0,0.4,-94.6605,-0.5499999999999999,profit
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,498.975,3.0,0.4,-116.9805,-0.2166666666666667,profit
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,51.897,1.0,0.5,-41.5176,-0.8,profit
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Storage,498.975,5.0,0.2,-138.14,-0.25,profit
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Machines,449.1,3.0,0.5,-643.71,-1.4333333333333333,profit
Second Class,Home Office,United States,Chicago,Illinois,60610.0,Central,Office Supplies,Paper,419.4,5.0,0.2,146.79,0.35,profit
Second Class,Home Office,United States,Houston,Texas,77036.0,Central,Furniture,Chairs,318.43,5.0,0.3,-77.333,-0.24285714285714285,profit
Second Class,Home Office,United States,Houston,Texas,77036.0,Central,Technology,Phones,498.975,6.0,0.2,88.485,0.0625,profit
First Class,Consumer,United States,Waynesboro,Virginia,22980.0,South,Technology,Phones,498.975,2.0,0.0,148.1064,0.26,profit
First Class,Consumer,United States,Waynesboro,Virginia,22980.0,South,Furniture,Furnishings,498.975,7.0,0.0,119.686,0.10000000000000002,profit
First Class,Consumer,United States,Waynesboro,Virginia,22980.0,South,Furniture,Bookcases,498.975,9.0,0.0,125.5824,0.24000000000000002,profit
Second Class,Consumer,United States,Los Angeles,California,90004.0,West,Technology,Copiers,498.975,4.0,0.2,215.9892,0.3375,profit
Second Class,Consumer,United States,Seattle,Washington,98105.0,West,Technology,Accessories,498.975,9.0,0.0,80.838,0.15,profit
First Class,Home Office,United States,Lehi,Utah,84043.0,West,Technology,Copiers,498.975,5.0,0.0,449.985,0.3,profit
Standard Class,Home Office,United States,Henderson,Kentucky,42420.0,South,Furniture,Chairs,498.975,9.0,0.0,746.4078,0.29,profit
Standard Class,Home Office,United States,Henderson,Kentucky,42420.0,South,Office Supplies,Binders,498.975,2.0,0.0,274.491,0.44999999999999996,profit
Standard Class,Home Office,United States,Henderson,Kentucky,42420.0,South,Technology,Phones,391.98,2.0,0.0,113.6742,0.29,profit
Standard Class,Home Office,United States,Henderson,Kentucky,42420.0,South,Technology,Phones,498.975,4.0,0.0,204.1092,0.26999999999999996,profit
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Chairs,445.802,7.0,0.3,-108.2662,-0.24285714285714283,profit
Second Class,Home Office,United States,Dover,New Hampshire,3820.0,East,Technology,Accessories,498.975,9.0,0.0,517.4793,0.23,profit
Second Class,Home Office,United States,Dover,New Hampshire,3820.0,East,Furniture,Tables,498.975,4.0,0.3,-105.3164,-0.1,profit
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Furniture,Tables,498.975,5.0,0.3,-65.853,-0.12857142857142856,profit
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Storage,362.92,2.0,0.0,105.2468,0.29,profit
Standard Class,Consumer,United States,Columbus,Ohio,43229.0,East,Technology,Phones,498.975,9.0,0.4,-377.9892,-0.2,profit
Standard Class,Consumer,United States,Columbus,Ohio,43229.0,East,Furniture,Furnishings,396.92,5.0,0.2,148.845,0.375,profit
Second Class,Consumer,United States,Richmond,Kentucky,40475.0,South,Technology,Copiers,498.975,2.0,0.0,629.991,0.45,profit
Standard Class,Consumer,United States,Gresham,Oregon,97030.0,West,Furniture,Chairs,498.975,5.0,0.2,148.704,0.1,profit
Same Day,Corporate,United States,San Francisco,California,94109.0,West,Office Supplies,Binders,498.975,3.0,0.2,314.2719,0.3375,profit
Standard Class,Corporate,United States,Denver,Colorado,80219.0,West,Furniture,Bookcases,242.352,8.0,0.5,-363.528,-1.5,profit
Standard Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Technology,Phones,498.975,6.0,0.2,71.9952,0.09999999999999999,profit
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,498.975,6.0,0.0,216.8244,0.25999999999999995,profit
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Bookcases,349.965,7.0,0.5,-216.9783,-0.62,profit
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Paper,158.28,6.0,0.0,72.8088,0.46,profit
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Binders,497.94,3.0,0.0,224.073,0.45,profit
Standard Class,Consumer,United States,Long Beach,New York,11561.0,East,Office Supplies,Appliances,498.975,3.0,0.0,154.8426,0.29,profit
Standard Class,Consumer,United States,Long Beach,New York,11561.0,East,Office Supplies,Paper,167.94,3.0,0.0,82.2906,0.49,profit
Second Class,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Chairs,435.168,4.0,0.2,-59.8356,-0.13749999999999998,profit
Standard Class,Corporate,United States,Newport News,Virginia,23602.0,South,Furniture,Tables,498.975,4.0,0.0,112.3508,0.19,profit
First Class,Home Office,United States,Omaha,Nebraska,68104.0,Central,Furniture,Chairs,498.975,3.0,0.0,112.788,0.19999999999999998,profit
Second Class,Consumer,United States,Morristown,New Jersey,7960.0,East,Office Supplies,Appliances,498.975,8.0,0.0,735.0336,0.28,profit
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Technology,Phones,498.975,7.0,0.0,909.9818,0.26,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Chairs,498.975,3.0,0.3,-63.3765,-0.07142857142857144,profit
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Storage,498.975,9.0,0.2,97.3026,0.075,profit
Standard Class,Consumer,United States,Watertown,New York,13601.0,East,Office Supplies,Binders,498.975,5.0,0.2,220.987,0.32499999999999996,profit
Second Class,Home Office,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Appliances,498.975,5.0,0.1,245.7,0.28888888888888886,profit
First Class,Home Office,United States,Brownsville,Texas,78521.0,Central,Office Supplies,Envelopes,335.72,5.0,0.2,113.3055,0.33749999999999997,profit
First Class,Home Office,United States,Brownsville,Texas,78521.0,Central,Technology,Phones,251.944,7.0,0.2,88.1804,0.35000000000000003,profit
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Furniture,Chairs,498.975,8.0,0.0,314.0384,0.26000000000000006,profit
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Furniture,Chairs,300.98,1.0,0.0,87.2842,0.29,profit
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Furniture,Chairs,258.75,3.0,0.0,77.625,0.3,profit
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Furniture,Bookcases,441.96,2.0,0.0,101.6508,0.23,profit
First Class,Home Office,United States,Pueblo,Colorado,81001.0,West,Technology,Machines,498.975,6.0,0.5,-938.28,-1.3333333333333333,profit
Standard Class,Corporate,United States,Los Angeles,California,90036.0,West,Furniture,Chairs,498.975,3.0,0.2,89.2224,0.09999999999999999,profit
Standard Class,Consumer,United States,Greenville,North Carolina,27834.0,South,Technology,Machines,498.975,2.0,0.5,-571.9956,-0.43999999999999995,profit
First Class,Corporate,United States,San Francisco,California,94110.0,West,Furniture,Chairs,498.975,4.0,0.2,84.502,0.0625,profit
Standard Class,Corporate,United States,Marion,Ohio,43302.0,East,Furniture,Tables,498.975,9.0,0.4,-464.697,-0.3,profit
Same Day,Home Office,United States,Los Angeles,California,90049.0,West,Furniture,Furnishings,187.76,4.0,0.0,76.9816,0.41000000000000003,profit
First Class,Home Office,United States,Lakewood,Ohio,44107.0,East,Office Supplies,Binders,76.776,4.0,0.5,-53.7432,-0.7000000000000001,profit
Standard Class,Consumer,United States,Huntsville,Texas,77340.0,Central,Furniture,Furnishings,76.728,3.0,0.5,-53.7096,-0.7000000000000001,profit
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Technology,Copiers,498.975,9.0,0.0,2591.9568,0.48,profit
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Technology,Accessories,259.98,2.0,0.0,88.3932,0.33999999999999997,profit
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Paper,195.64,4.0,0.0,91.9508,0.47000000000000003,profit
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Technology,Accessories,498.975,4.0,0.0,742.632,0.44,profit
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Furniture,Bookcases,341.96,2.0,0.0,78.6508,0.23000000000000004,profit
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Furniture,Chairs,498.975,6.0,0.0,151.47,0.25,profit
First Class,Home Office,United States,Midland,Michigan,48640.0,Central,Office Supplies,Binders,498.975,3.0,0.0,1906.485,0.5,profit
Standard Class,Consumer,United States,Rochester,New York,14609.0,East,Technology,Phones,498.975,1.0,0.0,187.797,0.3,profit
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Furniture,Tables,498.975,9.0,0.0,329.4081,0.21000000000000002,profit
First Class,Corporate,United States,Suffolk,Virginia,23434.0,South,Furniture,Tables,498.975,3.0,0.0,157.1292,0.18,profit
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841.0,East,Technology,Copiers,498.975,2.0,0.0,467.9922,0.39,profit
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841.0,East,Furniture,Tables,498.975,2.0,0.3,-52.6582,-0.1,profit
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Furniture,Tables,447.84,4.0,0.0,98.5248,0.22,profit
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Technology,Accessories,479.97,3.0,0.0,163.1898,0.33999999999999997,profit
First Class,Consumer,United States,Los Angeles,California,90032.0,West,Office Supplies,Appliances,250.26,6.0,0.0,72.5754,0.29000000000000004,profit
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Office Supplies,Storage,331.536,3.0,0.2,-82.884,-0.25,profit
Standard Class,Home Office,United States,Tallahassee,Florida,32303.0,South,Technology,Accessories,431.976,3.0,0.2,-75.5958,-0.175,profit
Standard Class,Corporate,United States,Waterbury,Connecticut,6708.0,East,Technology,Phones,498.975,3.0,0.0,153.0819,0.26999999999999996,profit
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Technology,Phones,467.97,3.0,0.0,140.391,0.3,profit
Standard Class,Consumer,United States,Charlotte,North Carolina,28205.0,South,Office Supplies,Paper,268.24,7.0,0.2,93.884,0.35,profit
Standard Class,Consumer,United States,Charlotte,North Carolina,28205.0,South,Technology,Accessories,431.16,5.0,0.2,107.79,0.25,profit
Same Day,Corporate,United States,Columbia,Maryland,21044.0,East,Furniture,Chairs,498.975,5.0,0.0,373.779,0.21,profit
Same Day,Corporate,United States,Riverside,California,92503.0,West,Technology,Phones,498.975,2.0,0.2,90.9762,0.0875,profit
Standard Class,Consumer,United States,Lancaster,Ohio,43130.0,East,Office Supplies,Binders,456.588,2.0,0.5,-304.392,-0.6666666666666666,profit
Standard Class,Consumer,United States,Lancaster,Ohio,43130.0,East,Technology,Machines,498.975,5.0,0.5,-6599.978,-1.4666666666666668,profit
Second Class,Corporate,United States,Charlotte,North Carolina,28205.0,South,Furniture,Tables,498.975,9.5,0.4,-292.1,-0.33333333333333337,profit
First Class,Corporate,United States,New York City,New York,10035.0,East,Technology,Phones,469.99,1.0,0.0,136.2971,0.29,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Storage,324.744,3.0,0.2,-77.1267,-0.2375,profit
Standard Class,Home Office,United States,Franklin,Tennessee,37064.0,South,Office Supplies,Storage,498.975,4.0,0.2,-63.0056,-0.08750000000000001,profit
First Class,Consumer,United States,Clinton,Maryland,20735.0,East,Furniture,Tables,498.975,3.0,0.3,-47.1798,-0.08571428571428572,profit
First Class,Home Office,United States,Los Angeles,California,90049.0,West,Furniture,Bookcases,498.975,2.0,0.15,140.9568,0.09411764705882353,profit
Second Class,Home Office,United States,North Las Vegas,Nevada,89031.0,West,Office Supplies,Binders,498.975,3.0,0.2,1644.2913,0.36250000000000004,profit
Second Class,Home Office,United States,Cranston,Rhode Island,2920.0,East,Office Supplies,Storage,498.975,6.0,0.0,160.0398,0.27,profit
Standard Class,Consumer,United States,Des Moines,Iowa,50315.0,Central,Furniture,Tables,498.975,4.0,0.0,106.6248,0.09,profit
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Technology,Phones,498.975,9.5,0.0,561.564,0.3,profit
Standard Class,Corporate,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Appliances,20.388,2.0,0.5,-53.0088,-2.5999999999999996,profit
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401.0,South,Office Supplies,Appliances,320.64,4.0,0.0,89.7792,0.28,profit
First Class,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,464.0,5.0,0.0,134.56,0.29,profit
First Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Appliances,235.95,3.0,0.0,77.8635,0.33,profit
Second Class,Consumer,United States,Mesa,Arizona,85204.0,West,Office Supplies,Storage,272.736,3.0,0.2,-64.7748,-0.23750000000000002,profit
Second Class,Consumer,United States,Mesa,Arizona,85204.0,West,Furniture,Bookcases,127.764,6.0,0.5,-191.646,-1.5,profit
Second Class,Home Office,United States,Salt Lake City,Utah,84106.0,West,Office Supplies,Paper,166.44,3.0,0.0,79.8912,0.48,profit
Standard Class,Home Office,United States,Lake Forest,California,92630.0,West,Furniture,Chairs,498.975,4.0,0.2,102.9528,0.1125,profit
Second Class,Home Office,United States,Aurora,Illinois,60505.0,Central,Furniture,Furnishings,242.176,4.0,0.5,-302.72,-1.2500000000000002,profit
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Tables,337.176,2.0,0.4,-118.0116,-0.35000000000000003,profit
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701.0,South,Technology,Accessories,399.98,2.0,0.0,171.9914,0.43,profit
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701.0,South,Furniture,Furnishings,343.85,5.0,0.0,137.54,0.39999999999999997,profit
Standard Class,Home Office,United States,Wheeling,West Virginia,26003.0,East,Office Supplies,Paper,447.84,8.0,0.0,219.4416,0.49,profit
Standard Class,Consumer,United States,Memphis,Tennessee,38109.0,South,Office Supplies,Binders,498.975,6.0,0.5,-1237.8462,-0.7666666666666666,profit
First Class,Corporate,United States,San Francisco,California,94122.0,West,Office Supplies,Appliances,498.975,2.0,0.0,178.91,0.25,profit
Standard Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Machines,498.975,5.0,0.0,1668.205,0.49,profit
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Chairs,344.372,4.0,0.3,-93.4724,-0.2714285714285714,profit
Standard Class,Consumer,United States,Columbia,Maryland,21044.0,East,Office Supplies,Binders,174.3,3.0,0.0,81.921,0.47000000000000003,profit
Second Class,Corporate,United States,New York City,New York,10035.0,East,Technology,Phones,498.975,1.0,0.0,170.997,0.30000000000000004,profit
Standard Class,Corporate,United States,Brentwood,California,94513.0,West,Office Supplies,Appliances,498.975,9.0,0.0,654.7554,0.26,profit
Standard Class,Corporate,United States,Brentwood,California,94513.0,West,Office Supplies,Storage,498.975,3.0,0.0,140.5482,0.26,profit
Standard Class,Corporate,United States,Brentwood,California,94513.0,West,Office Supplies,Binders,221.056,8.0,0.2,77.3696,0.35000000000000003,profit
Standard Class,Consumer,United States,Dallas,Texas,75081.0,Central,Office Supplies,Binders,39.582,9.0,0.5,-59.373,-1.5,profit
Standard Class,Consumer,United States,Dallas,Texas,75081.0,Central,Office Supplies,Binders,40.98,5.0,0.5,-65.568,-1.6,profit
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Phones,498.975,4.0,0.0,249.9104,0.29000000000000004,profit
Standard Class,Corporate,United States,Chico,California,95928.0,West,Furniture,Chairs,435.168,4.0,0.2,-59.8356,-0.13749999999999998,profit
First Class,Corporate,United States,Denver,Colorado,80219.0,West,Furniture,Bookcases,90.882,3.0,0.5,-190.8522,-2.1,profit
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,498.975,4.0,0.4,-112.6216,-0.21666666666666665,profit
Standard Class,Consumer,United States,Jackson,Mississippi,39212.0,South,Technology,Phones,498.975,3.0,0.0,197.991,0.3,profit
First Class,Consumer,United States,Clifton,New Jersey,7011.0,East,Furniture,Furnishings,254.9,5.0,0.0,76.47,0.3,profit
Second Class,Consumer,United States,Aurora,Colorado,80013.0,West,Furniture,Bookcases,145.764,6.0,0.5,-247.7988,-1.7,profit
First Class,Home Office,United States,San Diego,California,92037.0,West,Technology,Accessories,199.75,5.0,0.0,87.89,0.44,profit
Standard Class,Consumer,United States,Dubuque,Iowa,52001.0,Central,Technology,Phones,263.96,4.0,0.0,76.5484,0.29000000000000004,profit
First Class,Consumer,United States,Los Angeles,California,90032.0,West,Technology,Accessories,299.94,6.0,0.0,128.9742,0.43,profit
First Class,Consumer,United States,Lowell,Massachusetts,1852.0,East,Technology,Phones,271.9,2.0,0.0,78.851,0.29000000000000004,profit
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,Furniture,Chairs,498.975,5.0,0.0,383.931,0.29,profit
Same Day,Consumer,United States,New York City,New York,10009.0,East,Office Supplies,Binders,498.975,5.0,0.2,207.475,0.3125,profit
Standard Class,Corporate,United States,Dallas,Texas,75217.0,Central,Furniture,Chairs,498.975,5.0,0.3,-93.99,-0.14285714285714285,profit
Second Class,Corporate,United States,New York City,New York,10035.0,East,Office Supplies,Storage,498.975,4.0,0.0,108.1752,0.14,profit
Second Class,Consumer,United States,Salt Lake City,Utah,84106.0,West,Office Supplies,Binders,295.056,9.0,0.2,106.9578,0.36250000000000004,profit
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Appliances,393.25,5.0,0.0,129.7725,0.33,profit
Standard Class,Corporate,United States,New York City,New York,10035.0,East,Office Supplies,Appliances,498.975,7.0,0.0,197.9208,0.28,profit
Standard Class,Consumer,United States,Los Angeles,California,90049.0,West,Office Supplies,Storage,498.975,5.0,0.0,267.705,0.3,profit
First Class,Consumer,United States,Rochester,New York,14609.0,East,Technology,Phones,263.96,4.0,0.0,71.2692,0.27,profit
First Class,Consumer,United States,Rochester,New York,14609.0,East,Technology,Phones,359.97,3.0,0.0,100.7916,0.27999999999999997,profit
First Class,Consumer,United States,Rochester,New York,14609.0,East,Office Supplies,Binders,276.784,2.0,0.2,89.9548,0.325,profit
Standard Class,Corporate,United States,San Francisco,California,94109.0,West,Technology,Accessories,239.97,3.0,0.0,86.3892,0.36,profit
Standard Class,Consumer,United States,Huntsville,Texas,77340.0,Central,Office Supplies,Storage,454.56,5.0,0.2,-107.958,-0.2375,profit
Standard Class,Consumer,United States,Huntsville,Texas,77340.0,Central,Furniture,Furnishings,141.42,5.0,0.5,-187.3815,-1.325,profit
Standard Class,Corporate,United States,East Point,Georgia,30344.0,South,Office Supplies,Binders,165.98,1.0,0.0,74.691,0.45000000000000007,profit
Standard Class,Corporate,United States,Springfield,Oregon,97477.0,West,Office Supplies,Storage,498.975,9.5,0.2,-161.694,-0.22499999999999998,profit
First Class,Home Office,United States,Los Angeles,California,90045.0,West,Technology,Machines,498.975,3.0,0.2,377.73,0.1125,profit
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Technology,Machines,498.975,7.0,0.2,334.4985,0.11249999999999999,profit
First Class,Home Office,United States,Houston,Texas,77041.0,Central,Technology,Phones,438.336,4.0,0.2,-87.6672,-0.19999999999999998,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Chairs,215.544,4.0,0.3,-58.5048,-0.2714285714285714,profit
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Office Supplies,Paper,204.95,5.0,0.0,100.4255,0.49000000000000005,profit
Standard Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Furniture,Chairs,498.975,4.0,0.3,-75.192,-0.14285714285714282,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Copiers,498.975,4.0,0.4,125.9972,0.11666666666666665,profit
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Office Supplies,Storage,498.975,3.0,0.2,-125.766,-0.18750000000000003,profit
Standard Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,64.96,5.0,0.5,-43.848,-0.675,profit
First Class,Corporate,United States,Riverside,California,92503.0,West,Office Supplies,Storage,498.975,3.0,0.0,160.623,0.3,profit
Standard Class,Corporate,United States,Dallas,Texas,75081.0,Central,Furniture,Furnishings,72.78,3.0,0.5,-70.9605,-0.975,profit
Standard Class,Corporate,United States,Lakeland,Florida,33801.0,South,Furniture,Tables,498.975,7.0,0.45,-255.5875,-0.45454545454545453,profit
Standard Class,Consumer,United States,Lawton,Oklahoma,73505.0,Central,Office Supplies,Appliances,471.9,6.0,0.0,155.727,0.33,profit
First Class,Consumer,United States,Seattle,Washington,98115.0,West,Technology,Copiers,498.975,4.0,0.0,6719.9808,0.48000000000000004,profit
Standard Class,Consumer,United States,San Diego,California,92105.0,West,Technology,Accessories,498.975,5.0,0.0,95.2,0.16,profit
Standard Class,Home Office,United States,Milford,Connecticut,6460.0,East,Technology,Accessories,199.75,5.0,0.0,87.89,0.44,profit
Second Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Appliances,293.52,6.0,0.0,76.3152,0.26,profit
Second Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Phones,307.98,2.0,0.0,89.3142,0.29,profit
Standard Class,Home Office,United States,Seattle,Washington,98105.0,West,Furniture,Tables,498.975,7.0,0.0,366.6348,0.18,profit
Standard Class,Home Office,United States,Seattle,Washington,98105.0,West,Furniture,Chairs,449.568,2.0,0.2,-73.0548,-0.1625,profit
First Class,Consumer,United States,Los Angeles,California,90008.0,West,Technology,Accessories,474.95,5.0,0.0,142.485,0.30000000000000004,profit
Standard Class,Consumer,United States,Des Moines,Washington,98198.0,West,Technology,Copiers,498.975,2.0,0.0,449.991,0.44999999999999996,profit
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Furniture,Tables,277.5,4.0,0.5,-188.7,-0.6799999999999999,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Furniture,Tables,498.975,8.0,0.4,-480.2032,-0.38333333333333336,profit
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Furniture,Furnishings,187.76,4.0,0.0,76.9816,0.41000000000000003,profit
Same Day,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,498.975,2.0,0.0,142.9948,0.26,profit
